ID HPO,Nombre total,Pourcentage,Libellé,Nombre de gene associés,4 premiers Genes,Tous les Genes,Nombre de présence dans les maladies,1 premiers maladies associés,Toutes les maladies associés
HP:0003427,1,0.00269650802211%,Thenar muscle weakness,1,BSCL2 ,BSCL2 ,1,Paraplégie spastique autosomique dominante type 38 ,Paraplégie spastique autosomique dominante type 38 
HP:0004430,2,0.00539301604422%,Severe combined immunodeficiency,2,XRCC4 | CHD7 ,XRCC4 | CHD7 ,7,Dysgénésie réticulaire ...,Dysgénésie réticulaire | Déficit immunitaire combiné par déficit partiel en RAG1 | Syndrome d'Omenn | Déficit immunitaire combiné-entéropathie | Syndrome LIG4 | Déficit immunitaire combiné sévère | Syndrome de dysplasie osseuse à membres courts-déficit immunitaire combiné sévère 
HP:0000061,6,0.0161790481327%,"Ambiguous genitalia, female",6,CYP11B1 | WT1 | HSD3B2 | POR ...,CYP11B1 | WT1 | HSD3B2 | POR | MKS1 | TNXB ,8,"Dysgénésie gonadique mixte 45,X/46,XY ...","Dysgénésie gonadique mixte 45,X/46,XY | Hyperplasie congénitale des surrénales par déficit en 21-hydroxylase classique | Hyperplasie congénitale des surrénales par déficit en cytochrome P450 oxydoréductase | Syndrome d'anomalie du développement sexuel 46,XX-anomalies squelettiques | Déficit en aromatase | Syndrome du chromosome Y en anneau | Hyperplasie congénitale des surrénales par déficit en 11-bêta-hydroxylase | Hyperplasie congénitale des surrénales par déficit en 3-bêta-hydroxystéroïde déshydrogénase "
HP:0011510,4,0.0107860320884%,Drusen,4,CFH | IFT172 | FBLN5 | ABCC6 ,CFH | IFT172 | FBLN5 | ABCC6 ,0,,
HP:0002918,3,0.00808952406633%,Hypermagnesemia,3,AP2S1 | CASR | GNA11 ,AP2S1 | CASR | GNA11 ,1,Hypercalcémie hypocalciurique familiale ,Hypercalcémie hypocalciurique familiale 
HP:0002919,1,0.00269650802211%,Ketonuria,1,GCDH ,GCDH ,4,Glycogénose par déficit en glycogène synthase hépatique ...,Glycogénose par déficit en glycogène synthase hépatique | Diabète néonatal permanent | Diabète néonatal transitoire | Syndrome de Richards-Rundle 
HP:0004437,2,0.00539301604422%,Cranial hyperostosis,2,PIK3CA | CA2 ,PIK3CA | CA2 ,4,Maladie de Paget juvénile ...,Maladie de Paget juvénile | Nanisme de Lenz-Majewski | Hyperostose corticale généralisée | Dysplasie oculo-dento-digitale 
HP:0007352,1,0.00269650802211%,Cerebellar calcifications,1,ERCC6 ,ERCC6 ,1,Médulloblastome ,Médulloblastome 
HP:0030341,1,0.00269650802211%,Decreased circulating follicle stimulating hormone level,1,ANOS1 ,ANOS1 ,1,Méningiome ,Méningiome 
HP:0004616,1,0.00269650802211%,Cleft vertebral arch,1,RNU4ATAC ,RNU4ATAC ,0,,
HP:0030344,1,0.00269650802211%,Decreased circulating luteinizing hormone level,1,ANOS1 ,ANOS1 ,1,Méningiome ,Méningiome 
HP:0200084,2,0.00539301604422%,Giant cell hepatitis,2,VIPAS39 | VPS33B ,VIPAS39 | VPS33B ,0,,
HP:0030348,1,0.00269650802211%,Increased circulating androgen level,1,CYP11B1 ,CYP11B1 ,5,Pseudolepréchaunisme de Patterson ...,Pseudolepréchaunisme de Patterson | Corticosurrénalome | Hyperplasie congénitale des surrénales par déficit en 21-hydroxylase classique | Hyperplasie congénitale des surrénales par déficit en cytochrome P450 oxydoréductase | Hyperplasie congénitale des surrénales par déficit en 11-bêta-hydroxylase 
HP:0030349,1,0.00269650802211%,Decreased circulating androgen level,1,CYP11A1 ,CYP11A1 ,7,Hyperplasie congénitale des surrénales par déficit en 17-alpha-hydroxylase ...,"Hyperplasie congénitale des surrénales par déficit en 17-alpha-hydroxylase | Syndrome d'insuffisance antéhypophysaire-déficit immunitaire variable | Hyperplasie congénitale lipoïde des surrénales par déficit en STAR | Hyperplasie congénitale des surrénales par déficit en cytochrome P450 oxydoréductase | Anomalie du développement sexuel 46,XY par déficit isolé en 17,20-lyase | Insuffisance surrénalienne héréditaire isolée par déficit partiel en CYP11A1 | Anomalie du développement sexuel 46,XY-insuffisance surrénalienne par déficit en CYP11A1 "
HP:0002777,13,0.0350546042874%,Tracheal stenosis,13,FRAS1 | FLNA | FLNB | HYLS1 ...,FRAS1 | FLNA | FLNB | HYLS1 | FREM2 | AFF4 | WNT3 | EBP | DHCR7 | GRIP1 | KCNJ10 | SLC26A4 | HOXD13 ,15,Dysplasie fronto-métaphysaire ...,Dysplasie fronto-métaphysaire | Syndrome de Mounier-Kühn | Nanisme microcéphalique ostéodysplasique primordial type II | Dysplasie de Kniest | Fente laryngo-trachéo-oesophagienne type 4 | Fistule bronchobiliaire congénitale | Dysostose facio-crânienne hypomandibulaire | Syndrome de tetra-amélie-malformations multiples | Syndrome de Fraser | Syndrome de Smith-Lemli-Opitz | Syndrome de Jung-Wolff-Back-Stahl | Chondrodysplasie métaphysaire autosomique récessive | Syndrome de Pendred | Association VACTERL/VATER | Mucopolysaccharidose type 2 
HP:0003330,1,0.00269650802211%,Abnormal bone structure,1,HBB ,HBB ,6,Syndrome de persistance familiale de l'hémoglobine foetale-bêta-thalassémie ...,Syndrome de persistance familiale de l'hémoglobine foetale-bêta-thalassémie | Syndrome de lissencéphalie type 3-dysplasie métacarpienne | Ganglioneurome | Rachitisme hypocalcémique résistant à la vitamine D | Maladie de Gaucher | Syndrome de Buschke-Ollendorff 
HP:0000180,8,0.0215720641769%,Lobulated tongue,8,OFD1 | KIF7 | PDE6D | TCTN3 ...,OFD1 | KIF7 | PDE6D | TCTN3 | DDX59 | TMEM216 | MKS1 | CEP120 ,2,Syndrome oro-facio-digital type 1 ...,Syndrome oro-facio-digital type 1 | Syndrome orofaciodigital type 6 
HP:0003355,33,0.0889847647297%,Aminoaciduria,33,FH | PEX1 | SUCLA2 | KYNU ...,FH | PEX1 | SUCLA2 | KYNU | HGD | PET100 | SLC1A1 | GRHPR | ZMPSTE24 | COX6B1 | ATP7B | COX10 | COX14 | FASTKD2 | ERCC4 | LMNA | CTNS | HNF4A | TACO1 | COX20 | CLCN5 | RRM2B | UMPS | APOPT1 | EHHADH | CASR | TRNT1 | OCRL | SCO1 | BCS1L | COX8A | SLC7A7 | PEX5 ,26,Syndrome de déplétion de l'ADN mitochondrial forme encéphalomyopathique avec acidurie méthylmalonique ...,Syndrome de déplétion de l'ADN mitochondrial forme encéphalomyopathique avec acidurie méthylmalonique | Encéphalopathie par déficit en sulfite oxydase | Déficit en ornithine transcarbamylase | Syndrome d'ichtyose-déficience intellectuelle-nanisme-anomalie rénale | Déficit en galactose épimérase | Syndrome de Stimmler | Acidurie orotique héréditaire | Progéria | Syndrome de Netherton | Maladie de Dent | Peeling skin syndrome | Leucoencéphalopathie cavitaire postérieure non progressive-neuropathie périphérique | Syndrome de convulsions-déficience intellectuelle par hydroxylysinurie | Syndrome oculo-cérébro-rénal | Xeroderma pigmentosum | Acidurie argininosuccinique | Hyperparathyroïdie primitive sévère néonatale | Syndrome de camptodactylie-taurinurie | Syndrome dermotriche | Sialidose type 1 | Cystinose néphropathique  infantile | Alcaptonurie | Phénylcétonurie | Déficit en carbamoyl-phosphate synthétase 1 | Déficience intellectuelle liée à l'X type Armfield | Cystinose 
HP:0004298,6,0.0161790481327%,Abnormality of the abdominal wall,6,HSPG2 | PITX2 | INSR | FAH ...,HSPG2 | PITX2 | INSR | FAH | BCS1L | IFT122 ,5,Syndrome de Rabson-Mendenhall ...,Syndrome de Rabson-Mendenhall | Tumeur desmoïde | Dysplasie ectodermique hypohidrotique | Ichtyose liée à l'X syndromique | Maladie gélatineuse du péritoine 
HP:0003357,1,0.00269650802211%,Thymic hormone decreased,1,ERCC8 ,ERCC8 ,0,,
HP:0003609,1,0.00269650802211%,Foam cells with lamellar inclusion bodies,1,SC5D ,SC5D ,0,,
HP:0003351,7,0.0188755561548%,Decreased circulating renin level,7,CYP11B1 | CYP17A1 | KCNJ5 | AVPR2 ...,CYP11B1 | CYP17A1 | KCNJ5 | AVPR2 | SCNN1B | HSD11B2 | NR3C2 ,5,Carcinome corticosurrénalien à hypersécrétion pure d'aldostérone ...,Carcinome corticosurrénalien à hypersécrétion pure d'aldostérone | Hyperplasie congénitale des surrénales par déficit en 17-alpha-hydroxylase | Hyperplasie surrénalienne unilatérale primitive | Hyperplasie congénitale des surrénales par déficit en 11-bêta-hydroxylase | Tumeur ectopique sécrétrice d'aldostérone 
HP:0008198,2,0.00539301604422%,Congenital hypoparathyroidism,2,TBCE | GCM2 ,TBCE | GCM2 ,4,Syndrome de Kenny-Caffey autosomique dominant ...,Syndrome de Kenny-Caffey autosomique dominant | Syndrome de Sanjad-Sakati | Hypoparathyroïdie isolée familiale due à l'agénésie de la glande parathyroïde | Syndrome de Kenny-Caffey autosomique récessif 
HP:0004359,2,0.00539301604422%,Abnormal circulating fatty-acid concentration,2,HNF1A | HNF4A ,HNF1A | HNF4A ,7,Syndrome d'insulino-résistance type B ...,"Syndrome d'insulino-résistance type B | Hyperinsulinisme autosomique dominant par déficit en Kir6.2 | Lipoatrophie avec diabète, papules leucomélanodermiques, stéatose hépatique et cardiomyopathie hypertrophique | Hyperinsulinisme autosomique dominant par déficit en SUR1 | Hyperinsulinisme par déficit en UCP2 | Hyperinsulinisme par déficit en HNF1A | Hyperinsulinisme par déficit en HNF4A "
HP:0100260,6,0.0161790481327%,Mesoaxial polydactyly,6,OFD1 | KIF7 | PDE6D | TCTN3 ...,OFD1 | KIF7 | PDE6D | TCTN3 | TMEM216 | LZTFL1 ,3,Syndrome orofaciodigital type 6 ...,Syndrome orofaciodigital type 6 | Syndrome de Pallister-Hall | Syndactylie type 2 
HP:0003358,1,0.00269650802211%,Elevated intracellular cystine,1,CTNS ,CTNS ,0,,
HP:0003278,3,0.00808952406633%,Square pelvis bone,3,B3GLCT | ERCC8 | ERCC6 ,B3GLCT | ERCC8 | ERCC6 ,1,Odontochondrodysplasie ,Odontochondrodysplasie 
HP:0100268,1,0.00269650802211%,Upper lip pit,1,TFAP2A ,TFAP2A ,2,Syndrome W ...,Syndrome W | Syndrome branchio-oculo-facial 
HP:0008445,1,0.00269650802211%,Cervical spinal canal stenosis,1,CSPP1 ,CSPP1 ,2,Syndrome de Joubert avec dystrophie thoracique asphyxiante de Jeune ...,Syndrome de Joubert avec dystrophie thoracique asphyxiante de Jeune | Syndrome de cataracte-insuffisance somatotrope-neuropathie sensorielle-surdité neurosensorielle-dysplasie squelettique 
HP:0008447,1,0.00269650802211%,Hypoplastic coccygeal vertebrae,1,RPS19 ,RPS19 ,0,,
HP:0008443,1,0.00269650802211%,Spinal deformities,1,SLC25A1 ,SLC25A1 ,4,Syndromes myasthéniques congénitaux pré-synaptiques ...,Syndromes myasthéniques congénitaux pré-synaptiques | Syndrome myasthénique congénital | Syndrome d'ophtalmoplégie externe progressive-myopathie-émaciation | Sialurie 
HP:0008467,1,0.00269650802211%,Thoracic hemivertebrae,1,ROR2 ,ROR2 ,1,Syndrome d'anomalies squelettiques-déficience intellectuelle lié a l'X ,Syndrome d'anomalies squelettiques-déficience intellectuelle lié a l'X 
HP:0004756,3,0.00808952406633%,Ventricular tachycardia,3,SLC12A3 | CACNA1S | NAA10 ,SLC12A3 | CACNA1S | NAA10 ,5,Glycogénose avec cardiomyopathie sévère par déficit en glycogénine ...,Glycogénose avec cardiomyopathie sévère par déficit en glycogénine | Déficit en carnitine-acylcarnitine translocase | Tachycardie ventriculaire polymorphe catécholaminergique | Hyperthermie maligne de l'anesthésie | Sarcoïdose 
HP:0011761,1,0.00269650802211%,Pituitary null cell adenoma,1,CDKN1B ,CDKN1B ,5,Néoplasie endocrinienne multiple type 1 ...,Néoplasie endocrinienne multiple type 1 | Néoplasie endocrinienne multiple type 4 | Syndrome de Zollinger-Ellison | Gangliocytome | Tumeur neuroendocrine thymique 
HP:0011760,1,0.00269650802211%,Pituitary growth hormone cell adenoma,1,CDKN1B ,CDKN1B ,7,Néoplasie endocrinienne multiple type 1 ...,Néoplasie endocrinienne multiple type 1 | Néoplasie endocrinienne multiple type 4 | Gigantisme hypophysaire | Syndrome de Zollinger-Ellison | Complexe de Carney | Gigantisme infantile familial | Carcinome hypophysaire 
HP:0011169,1,0.00269650802211%,Generalized clonic seizures,1,PSAP ,PSAP ,0,,
HP:0002359,8,0.0215720641769%,Frequent falls,8,PSAP | LAMB2 | GBA | RRM2B ...,PSAP | LAMB2 | GBA | RRM2B | COQ2 | POMT1 | SDHB | SDHD ,39,Ataxie cérébelleuse congénitale autosomique récessive par déficit en CWF19L1 ...,"Ataxie cérébelleuse congénitale autosomique récessive par déficit en CWF19L1 | Dystrophie musculaire congénitale d'Ullrich | Déficit en protéine trifonctionnelle mitochondriale | Myopathie à casquette | Ataxie épisodique type 4 | Atrophie multisystématisée type parkinsonien | Syndrome d'insuffisance hépatique aiguë infantile-ataxie cérébelleuse-neuropathie sensitivo-motrice périphérique | Ataxie cérébelleuse congénitale due à une mutation de RNU12 | Myopathie distale de l'adulte due à des mutations de VCP | Neurodégénérescence associée à un déficit en pantothénate kinase, forme atypique | Myopathie mitochondriale pure | Maladie de Parkinson héréditaire à début tardif | Syndromes myasthéniques congénitaux synaptiques | Ataxie cérébelleuse liée à l'X non progressive | Ataxie-télangiectasie-like | Freezing progressif primaire de la marche | Dystrophie musculaire congénitale sans déficience intellectuelle | Atrophie multisystématisée type cérébelleux | Paraplégie spastique autosomique récessive type 35 | Dyskinésie généralisée à début infantile avec atteinte orofaciale | Paraplégie spastique autosomique type 58 | Syndromes myasthéniques congénitaux par défaut de glycosylation | Neurodégénérescence associée à la protéine de membrane mitochondriale | Atrophie multisystématisée | Leucodystrophie métachromatique de l'adulte | Leucodystrophie métachromatique infantile tardive | Maladie de Huntington-like 1 | Syndrome de myopathie-diabète sucré | Syndrome d'ataxie spastique autosomique récessive-atrophie optique-dysarthrie | Paraplégie spastique autosomique dominante type 3 | Neurodégénérescence associée à un déficit en pantothénate kinase, forme classique | Déficit isolé en succinate-CoQ réductase | Ophtalmoplégie externe progressive autosomique dominante | Ataxie cérébelleuse progressive liée à l'X | Dystrophie musculaire des ceintures autosomique récessive type 2I | Dystrophie musculaire des ceintures autosomique récessive type 2D | Dystrophie musculaire des ceintures autosomique récessive type 2C | Dystonie-parkinsonisme liée à l'X | Leucodystrophie métachromatique juvénile "
HP:0002356,3,0.00808952406633%,Writer's cramp,3,KCNA1 | CASR | GNA11 ,KCNA1 | CASR | GNA11 ,7,Syndrome d'épilepsie rolandique-dystonie paroxystique induite par l'effort-crampe de l'écrivain ...,"Syndrome d'épilepsie rolandique-dystonie paroxystique induite par l'effort-crampe de l'écrivain | Hypocalcémie autosomique dominante | Dyskinésie paroxystique kinésigénique | Dystonie cervicale de l'adulte, type DYT23 | Dystonie primaire type DYT27 | Dystonie myoclonique héréditaire | Ataxie spinocérébelleuse type 17 "
HP:0002357,8,0.0215720641769%,Dysphasia,8,COX7B | FLCN | RAI1 | ACTB ...,COX7B | FLCN | RAI1 | ACTB | FGFR1 | OCRL | KRAS | AMER1 ,34,Syndrome d'hypoplasie du pouce-alopécie-anomalie de la pigmentation ...,"Syndrome d'hypoplasie du pouce-alopécie-anomalie de la pigmentation | Syndrome de Treacher-Collins | Parkinsonisme postencéphalitique | Lipomatose encéphalo-crânio-cutanée | Hypertrichose cubitale | Syndrome de Kleefstra dû à une microdélétion 9q34 | Syndrome de Pitt-Hopkins | Syndrome de Filippi | Syndrome de microduplication 10q22.3q23.3 | Dysphasie congénitale familiale | Syndrome de Rett | Syndrome de microduplication 17p11.2 | Dissection héréditaire des artères cervicales et cérébrales | Démence fronto-temporale, variante comportementale | Syndrome oculo-cérébro-rénal | Epidermolyse bulleuse simple avec dystrophie musculaire | Syndrome d'Ehlers-Danlos type arthrochalasique | Syndrome de déficience intellectuelle-hypotrichose-brachydactylie | Microphtalmie avec défauts linéaires cutanés | Aphasie primaire progressive non fluente | Syndrome de délétion 22q11.2 | Syndrome de Neuhauser-Eichner-Opitz | Alpha-thalassémie-déficience intellectuelle liée à l'X | Syndrome de Mietens | Maladie d'Alexander | Migraine hémiplégique familiale ou sporadique | Ichtyose liée à l'X syndromique | Glycogénose par déficit en maltase acide | Syndrome d'ostéopathie striée-sclérose crânienne | Syndrome d'Ehlers-Danlos type dermato-sparaxis | Acidurie L-2-hydroxyglutarique | Syndrome de Baraitser-Winter cérébrofrontofacial | Cystinose | Epilepsie infantile familiale bénigne "
HP:0002354,12,0.0323580962653%,Memory impairment,12,PIK3CA | C4A | PSAP | EIF2B4 ...,PIK3CA | C4A | PSAP | EIF2B4 | MSH2 | MSH6 | NOTCH3 | FAN1 | STUB1 | KRAS | MEFV | MLH1 ,59,Syndrome d'ataxie neuropathique sensorielle-dysarthrie-ophtalmoplégie ...,"Syndrome d'ataxie neuropathique sensorielle-dysarthrie-ophtalmoplégie | Ataxie spinocérébelleuse type 1 | Phénylcétonurie classique | Amylose ABeta type Iowa | Ataxie spastique autosomique dominante type 1 | Obésité par déficit en SIM1 | Ataxie sporadique tardive d'étiologie indéterminée | Pituicytome | Ataxie spinocérébelleuse type 28 | Ataxie spinocérébelleuse type 27 | Syndrome de Crigler-Najjar | Atrophie dentato-rubro-pallido-luysienne | Paraplégie spastique autosomique type 72 | Tumeur papillaire de la région pinéale | Syndrome d'ataxie cérébelleuse autosomique dominante-surdité-narcolepsie | Intoxication au manganèse | Méningiome | Syndrome d'alopécie-épilepsie-pyorrhée-déficience intellectuelle | Pinéocytome | Macroglobulinémie de Waldenström | Ataxie cérébelleuse congénitale autosomique récessive par déficit en STUB1 | Ataxie spinocérébelleuse liée à l'X type 4 | Acéruléoplasminémie | Maladie de Lyme | Maladie de Machado-Joseph type 3 | Maladie de Machado-Joseph type 1 | Démence fronto-temporale, variante comportementale | Paraplégie spastique type 7 | CADASIL | Sclérodermie | Glioblastome | Syndrome de Lynch | Maladie de Machado-Joseph type 2 | Leucodystrophie métachromatique de l'adulte | Maladie de Huntington-like 1 | Maladie de Huntington-like 2 | Maladie de Behçet | Aphasie primaire progressive non fluente | Maladie d'Alzheimer précoce autosomique dominante | Paraplégie spastique autosomique dominante type 9A | Pinéoblastome | Syndrome de Crigler-Najjar type 1 | Démence neurodégénérative avec filaments intermédiaires associée à PRKAR1B | Syndrome de chylomicronémie familiale | Neurofibromatose type 1 | Ataxie cérébelleuse non progressive avec déficience intellectuelle | Atrophie corticale postérieure | Sialurie | Maladie de Huntington-like due à des expansions C9ORF72 | Syndrome tremblement-ataxie lié à une prémutation de l'X fragile | Adipose douloureuse | MELAS | Chorée-acanthocytose | Démence fronto-temporale, variante d'atrophie temporale à droite | Syndrome de Sneddon | Parkinsonisme par intoxication au monoxyde de carbone | Epilepsie infantile familiale bénigne | Maladie de Nasu-Hakola | Paralysie supranucléaire progressive "
HP:0002355,13,0.0350546042874%,Difficulty walking,13,LRP4 | PSAP | STRADA | ATP7B ...,LRP4 | PSAP | STRADA | ATP7B | LMNA | SLC25A1 | CYP27B1 | DNA2 | STUB1 | SLC34A3 | VDR | PEX6 | POMT1 ,95,Syndrome de délétion de l'ADN mitochondrial associée à DNA2 ...,"Syndrome de délétion de l'ADN mitochondrial associée à DNA2 | Syndrome de Kufor-Rakeb | Ataxie cérébelleuse autosomique récessive non progressive infantile | Dystrophie musculaire des ceintures autosomique récessive type 2E | Neuropathie à axones géants | Déficience intellectuelle sévère et paraplégie spastique progressive | Paraplégie spastique autosomique dominante type 31 | Paraplégie spastique autosomique dominante type 37 | Dysplasie chondroectodermique avec cécité nocturne | Ataxie spastique autosomique dominante type 1 | Syndrome de l'homme raide et maladies associées | Ataxie spinocérébelleuse type 36 | Ataxie spinocérébelleuse type 35 | Ataxie spinocérébelleuse type 38 | Myopathie à surcharge lipidique multisystémique | Myopathie distale précoce associée à KLHL9 | Ataxie cérébelleuse congénitale due à une mutation de RNU12 | Dyskinésie familiale avec myokymie faciale | Myopathie distale de l'adulte due à des mutations de VCP | Luxation congénitale de la rotule | Ataxie spinocérébelleuse type 27 | Tumeur papillaire de la région pinéale | Paraplégie spastique autosomique dominante type 12 | Paraplégie spastique autosomique dominante type 19 | Paraplégie spastique autosomique dominante type 73 | Ataxie cérébelleuse congénitale autosomique récessive par déficit en GRID2 | Dystrophie musculaire des ceintures autosomique récessive type 2K | Paraplégie spastique autosomique récessive type 78 | Méningiome | Myopathie centronucléaire autosomique dominante | Pinéocytome | Syndromes myasthéniques congénitaux pré-synaptiques | Paraplégie spastique autosomique récessive type 21 | Paraplégie spastique mitochondriale associée à MT-AP6 | Maladie de Dorfman-Chanarin | Freezing progressif primaire de la marche | Amyotrophie spinale proximale autosomique dominante de l'enfance associée à BICD2 | Dystrophie musculaire congénitale sans déficience intellectuelle | Ataxie cérébelleuse congénitale autosomique récessive par déficit en STUB1 | Ataxie spinocérébelleuse liée à l'X type 4 | Paraplégie spastique autosomique récessive type 18 | Paraplégie spastique autosomique récessive type 35 | Dystonie primaire type DYT2 | Syndrome d'ataxie cérébelleuse autosomique récessive-cécité-surdité | Leucodystrophie hypomyélinisante autosomique récessive associée à RARS | Maladie de Charcot-Marie-Tooth autosomique dominante type 2Y | Ataxie spinocérébelleuse autosomique récessive lentement progressive de l'enfant | Syndrome d'ataxie cérébelleuse autosomique récessive-signes pyramidaux-nystagmus-apraxie oculomotrice | Myopathie némaline de l'adulte | Syndrome de cirrhose-dystonie-polycythémie-hypermanganésémie | Dystrophie musculaire des ceintures autosomique dominante type 1B | Syndrome de paraplégie spastique-retard de développement sévère-épilepsie | Syndromes myasthéniques congénitaux par défaut de glycosylation | Maladie de Wilson | Leucodystrophie métachromatique de l'adulte | Dystrophie musculaire tibiale | Neurodégénérescence associée à la protéine COASY | Déplétion de l'ADN mitochondrial, forme myopathique | Ataxie spinocérébelleuse type 19/22 | Paraplégie spastique autosomique récessive type 66 | Paraplégie spastique autosomique récessive type 67 | Paraplégie spastique autosomique récessive type 62 | Paraplégie spastique autosomique récessive type 60 | Paraplégie spastique autosomique récessive type 61 | Syndrome de microcéphalie postnatale-hypotonie infantile-diplégie spastique-dysarthrie-déficience intellectuelle | Syndrome myasthénique congénital | Paraplégie spastique autosomique dominante type 8 | Syringomyélie secondaire | Myopathie proximale avec signes extrapyramidaux | Paraplégie spastique autosomique récessive type 74 | Myopathie distale avec faiblesse des cordes vocales | Encéphalopathie épileptique précoce indéterminée | Syndrome paraplégie spastique-atrophie optique-neuropathie | Syndrome de myopathie mitochondriale-ataxie cérébelleuse-rétinopathie pigmentaire | Myotilinopathie distale | Paraplégie spastique autosomique récessive type 43 | Paraplégie spastique autosomique récessive type 44 | Paraplégie spastique autosomique récessive type 46 | Myopathie némaline de l'enfant | Ataxie spastique autosomique récessive de Charlevoix-Saguenay | Dystonie cervicale de l'adulte, type DYT23 | Dystrophie musculaire des ceintures autosomique récessive type 2A | Dystrophie musculaire des ceintures autosomique récessive type 2S | Myopathie tardive associée à l'alpha-B cristalline | Syndrome d'hémiparkinsonisme-hémiatrophie | Dystonie-parkinsonisme liée à l'X | Anoctaminopathie distale | Polyradiculonévrite inflammatoire démyélinisante chronique | Dystrophie musculaire scapulo-péronière tardive associée à MYH7 | Myopathie distale avec atteinte initiale des membres supérieurs, type finlandais | Dystrophie musculaire de Becker | Myopathie némaline intermédiaire | Ataxie spinocérébelleuse type 11 | Ataxie spinocérébelleuse type 13 | Syndrome de déficience intellectuelle-mouvements hyperkinétiques-ataxie tronculaire "
HP:0005184,2,0.00539301604422%,Prolonged QTc interval,2,AGPAT2 | BSCL2 ,AGPAT2 | BSCL2 ,2,Lupus érythémateux induit par les médicaments ...,Lupus érythémateux induit par les médicaments | Lipodystrophie congénitale de Berardinelli-Seip 
