#DiseaseName	SourceName	ConceptID	SourceID	DiseaseMIM	LastModified	Category
Myopathy, distal, 3	NCBI curation	C1864706		610099	16 Feb 2016	Disease
Myopathy, distal, 4	NCBI curation	C3279722		614065	16 Feb 2016	Disease
Myopathy, distal, 5	NCBI curation	C4310754		617030	24 Aug 2016	Disease
Myopathy, distal, infantile-onset	NCBI curation	C4011725		160300	24 Aug 2016	Disease
Myopathy, distal, with anterior tibial onset	UCLA Clinical Genomics Center, UCLA	C1847532		606768	16 Feb 2016	Disease
Myopathy, distal, with early respiratory failure, autosomal dominant	NCBI curation	C1843633		607569	16 Feb 2016	Disease
Myopathy, early-onset, with fatal cardiomyopathy	UCLA Clinical Genomics Center, UCLA	C2673677		611705	16 Feb 2016	Disease
Myopathy, granulovacuolar lobular, with electrical myotonia	NCBI curation	C1850745		254950	16 Feb 2016	Disease
Myopathy, isolated mitochondrial, autosomal dominant	NCBI curation	C4015513		616209	16 Feb 2016	Disease
Myopathy, lactic acidosis, and sideroblastic anemia 1	NCBI curation	C4551958		600462	16 Feb 2016	Disease
Myopathy, lactic acidosis, and sideroblastic anemia 2	NCBI curation	C3150802		613561	16 Feb 2016	Disease
Myopathy, lactic acidosis, and sideroblastic anemia 3	NCBI curation	C4225415		500011	16 Feb 2016	Disease
Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay	NCBI curation	C2751320		613076	16 Feb 2016	Disease
MYOPATHY, MITOCHONDRIAL, AND ATAXIA	OMIM	C4540096	617675	617675	24 Sep 2017	Disease
Myopathy, mitochondrial, late-onset	NCBI curation	C4016623			16 Feb 2016	Disease
Myopathy, mitochondrial, with diabetes mellitus	NCBI curation	C4016608			16 Feb 2016	Disease
Myopathy, myofibrillar, 7	NCBI curation	C4310711		617114	20 Jun 2017	Disease
Myopathy, myofibrillar, 8	NCBI curation	C4310645		617258	20 Jun 2017	Disease
Myopathy, myosin storage, autosomal recessive	NCBI curation	C1850709		255160	24 Aug 2016	Disease
Myopathy, progressive axial with cataracts	CSER_CC_NCGL; University of Washington Medical Center	CN221568	UWMG_9163307		16 Feb 2016	Disease
Myopathy, reducing body, X-linked, childhood-onset	NCBI curation	C4225159		300718	16 Feb 2016	Disease
Myopathy, reducing body, X-linked, early-onset, severe	NCBI curation	C4225423		300717	16 Feb 2016	Disease
Myopathy, RYR1-associated	CSER_CC_NCGL; University of Washington Medical Center	CN221567	UWMG_5531066		16 Feb 2016	Disease
Myopathy, scapulohumeroperoneal	NCBI curation	C4225181		616852	26 May 2016	Disease
Myopathy, tubular aggregate, 2	NCBI curation	C4014557		615883	16 Feb 2016	Disease
Myopathy, vacuolar, with casq1 aggregates	NCBI curation	C4015624		616231	16 Feb 2016	Disease
Myopathy, X-linked, with excessive autophagy	Office of Rare Diseases	C1839615	3892	310440	16 Feb 2016	Disease
Myopia	Human Phenotype Ontology	C0027092	HP:0000545		16 Feb 2016	Disease
Myopia	International Standards For Cytogenomic Arrays Consortium (ISCA)	C0027092			16 Feb 2016	Disease
Myopia	Undiagnosed Diseases Network,NIH	C0027092			16 Feb 2016	Disease
Myopia	Australian Inherited Retinal Disease Registry & DNA Bank,Sir Charles Gairdner Hospital	C0027092			16 Feb 2016	Disease
myopia (2 diopters)	Department of Medical Genetics,Gazi University				05 Sep 2018	Finding
Myopia 1, X-linked	NCBI curation	C1839612		310460	16 Feb 2016	Disease
Myopia 10	NCBI curation	C1836503		609259	16 Feb 2016	Disease
Myopia 11, autosomal dominant	NCBI curation	C1864941		609994	16 Feb 2016	Disease
Myopia 12, autosomal dominant	NCBI curation	C1864940		609995	16 Feb 2016	Disease
Myopia 13, X-linked	NCBI curation	C1845096		300613	16 Feb 2016	Disease
Myopia 14	NCBI curation	C1853196		610320	16 Feb 2016	Disease
Myopia 15, autosomal dominant	NCBI curation	C2675180		612717	16 Feb 2016	Disease
Myopia 16, autosomal dominant	NCBI curation	C2675523		612554	16 Feb 2016	Disease
Myopia 17, autosomal dominant	NCBI curation	C3888211		608367	16 Feb 2016	Disease
Myopia 18, autosomal recessive	NCBI curation	C2749509		255500	16 Feb 2016	Disease
Myopia 19, autosomal dominant	NCBI curation	C3151410		613969	16 Feb 2016	Disease
Myopia 2, autosomal dominant	NCBI curation	C1834531		160700	16 Feb 2016	Disease
Myopia 20, autosomal dominant	NCBI curation	C3279996		614166	16 Feb 2016	Disease
Myopia 21, autosomal dominant	NCBI curation	C3279997		614167	16 Feb 2016	Disease
Myopia 22, autosomal dominant	NCBI curation	C3809464		615420	16 Feb 2016	Disease
Myopia 23, autosomal recessive	NCBI curation	C3809482		615431	16 Feb 2016	Disease
Myopia 24, autosomal dominant	NCBI curation	C4014762		615946	16 Feb 2016	Disease
Myopia 25, autosomal dominant	NCBI curation	C4310655		617238	20 Jun 2017	Disease
MYOPIA 26, X-LINKED, FEMALE-LIMITED	OMIM	C4538795	301010	301010	24 Dec 2017	Disease
Myopia 3, autosomal dominant	NCBI curation	C1864111		603221	16 Feb 2016	Disease
Myopia 5, autosomal dominant	NCBI curation	C1837972		608474	16 Feb 2016	Disease
Myopia 6	Office of Rare Diseases	C1837148	9937	608908	16 Feb 2016	Disease
Myopia 7	NCBI curation	C1836506		609256	16 Feb 2016	Disease
Myopia 8	NCBI curation	C1836505		609257	16 Feb 2016	Disease
Myopia 9	NCBI curation	C1836504		609258	16 Feb 2016	Disease
Myopia, high, with cataract and vitreoretinal degeneration	NCBI curation	C3280346		614292	16 Feb 2016	Disease
Myopia, infantile severe	Office of Rare Diseases		3894		16 Feb 2016	Disease
Myosclerosis	Illumina Clinical Services Laboratory,Illumina	C1611706	624040		02 Dec 2016	Disease
Myosclerosis, autosomal recessive	NCBI curation	C1850671		255600	16 Feb 2016	Disease
Myosin storage myopathy	SNOMED CT	C1842160	699267007	608358	16 Feb 2016	Disease
Myosin, cardiac, heavy chain variant	NCBI curation				16 Feb 2016	Disease
Myositis	Office of Rare Diseases	C0027121	9128	160750	01 Jun 2018	Disease
Myositis	Human Phenotype Ontology	C0027121	HP:0100614	160750	01 Jun 2018	Disease
Myositis, eosinophilic	NCBI curation	C1299884			16 Feb 2016	Disease
Myostatin-related muscle hypertrophy	Office of Rare Diseases	C2931112	10238		16 Feb 2016	Disease
Myotonia	Human Phenotype Ontology	C0027125	HP:0002486		16 Feb 2016	Finding
Myotonia atrophica	Office of Rare Diseases		7153		16 Feb 2016	Disease
Myotonia congenita	GeneTests	C0027127	248927		16 Feb 2016	Disease
Myotonia congenita, atypical, acetazolamide-responsive	NCBI curation	C4016869			16 Feb 2016	Disease
Myotonia levior	NCBI curation	C0270959			16 Feb 2016	Disease
Myotonia mental retardation skeletal anomalies	Office of Rare Diseases		3897		16 Feb 2016	Disease
Myotonia of the face	Human Phenotype Ontology	C4022686	HP:0012900		16 Feb 2016	Finding
Myotonia of the jaw	Human Phenotype Ontology	C4022685	HP:0012901		16 Feb 2016	Finding
Myotonia of the lower limb	Human Phenotype Ontology	C4022684	HP:0012902		16 Feb 2016	Finding
Myotonia of the upper limb	Human Phenotype Ontology	C4022683	HP:0012903		16 Feb 2016	Finding
Myotonia with skeletal abnormalities and mental retardation	NCBI curation	C1850654		255710	16 Feb 2016	Disease
Myotonia with warm-up phenomenon	Human Phenotype Ontology	C4025575	HP:0003740		16 Feb 2016	Finding
Myotonic dystrophy	Office of Rare Diseases	C0027126	10419		16 Feb 2016	Disease
Myotonic dystrophy type 2	Office of Rare Diseases	C2931689	9728	602668	16 Feb 2016	Disease
Myotonic dystrophy-like myopathy	NCBI curation	C4016604			16 Feb 2016	Disease
Myotonic myopathy with cylindrical spirals	NCBI curation	C1834418		160990	16 Feb 2016	Disease
Myotubular myopathy	SNOMED CT	C0175709	82077006		16 Feb 2016	Disease
Myotubular myopathy with abnormal genital development	NCBI curation	C1846169		300219	16 Feb 2016	Disease
Myxedema	SNOMED CT	C0027145	43153006	255900	16 Feb 2016	Disease
Myxoid liposarcoma	Office of Rare Diseases	C0206634	7157	613488	16 Feb 2016	Disease
Myxoid liposarcoma	Human Phenotype Ontology	C0206634	HP:0012268	613488	16 Feb 2016	Disease
Myxoid subcutaneous tumors	Human Phenotype Ontology	C1834421	HP:0006769		16 Feb 2016	Finding
Myxoma-spotty pigmentation-endocrine overactivity	Office of Rare Diseases		3900		16 Feb 2016	Disease
Myxomatous mitral valve degeneration	Human Phenotype Ontology	C0264885	HP:0004764		16 Feb 2016	Finding
Myxomatous peritonitis	Office of Rare Diseases		3901		16 Feb 2016	Disease
Myxozoa	Office of Rare Diseases		8162		16 Feb 2016	Disease
Ménière's disease	SNOMED CT	C0025281	13445001	156000	16 Feb 2016	Disease
N acetyltransferase deficiency	Office of Rare Diseases		188		16 Feb 2016	Disease
N syndrome	Office of Rare Diseases	C2936859	3902	310465	16 Feb 2016	Disease
N-acetyl glucosamine 6-sulfate sulfatase deficiency	Office of Rare Diseases		3907		16 Feb 2016	Disease
N-acetyl-alpha-D-galactosaminidase deficiency type III	Office of Rare Diseases		3903		16 Feb 2016	Disease
N-acetylaspartate deficiency	NCBI curation	C3279716		614063	16 Feb 2016	Disease
N-terminal acetyltransferase deficiency	NCBI curation	C3275447		300855	16 Feb 2016	Disease
Nablus mask-like facial syndrome	Office of Rare Diseases	C1842464	4722	608156	16 Feb 2016	Disease
Nadh-cytochrome b5 reductase deficiency, type I	ClinVar	C2749561			26 May 2016	Disease
NADH-cytochrome b5 reductase deficiency, type II	ClinVar	C2749562			08 Apr 2018	Disease
Naegeli-Franceschetti-Jadassohn syndrome	SNOMED CT	C0343111	239084001	161000	16 Feb 2016	Disease
Naegeli-Franceschetti-Jadassohn syndrome	Office of Rare Diseases	C0343111	3912	161000	16 Feb 2016	Disease
Naevus flammeus of the eyelid	Human Phenotype Ontology	C1854409	HP:0010733		16 Feb 2016	Finding
NAGA DEFICIENCY, TYPE III	OMIM		609241		16 Feb 2016	Disease
Nager syndrome	Genetics Home Reference	C0265245	nager-syndrome	154400	16 Feb 2016	Disease
Nager syndrome	SNOMED CT	C0265245	35520007	154400	16 Feb 2016	Disease
Nager syndrome	GeneTests	C0265245	318977	154400	16 Feb 2016	Disease
Nager syndrome	Office of Rare Diseases	C0265245	498	154400	16 Feb 2016	Disease
Naguib-Richieri-Costa syndrome	Office of Rare Diseases	C1855904	287	239710	16 Feb 2016	Disease
Nail bed hemorrhage	Human Phenotype Ontology	C0877087	HP:0030254		16 Feb 2016	Finding
Nail bed telangiectasia	Human Phenotype Ontology	C1838167	HP:0001232		16 Feb 2016	Finding
Nail disease	SNOMED CT	C0027339	17790008		16 Feb 2016	Disease
Nail disorder, nonsyndromic congenital, 10	NCBI curation	C3279974		614157	16 Feb 2016	Disease
Nail disorder, nonsyndromic congenital, 5	NCBI curation	C1833909		164800	16 Feb 2016	Disease
Nail disorder, nonsyndromic congenital, 6	NCBI curation	C3275544		107000	24 Aug 2016	Disease
Nail disorder, nonsyndromic congenital, 8	NCBI curation	C1843761		607523	16 Feb 2016	Disease
Nail disorder, nonsyndromic congenital, 9	NCBI curation	C3279947		614149	16 Feb 2016	Disease
Nail dysplasia	Human Phenotype Ontology	C1834405	HP:0002164		16 Feb 2016	Finding
Nail dysplasia, isolated congenital	Office of Rare Diseases	C1853984	9761	605779	16 Feb 2016	Disease
Nail dystrophy	Human Phenotype Ontology	C0221260	HP:0008404		16 Feb 2016	Finding
Nail growth	NCBI curation				16 Feb 2016	Disease
Nail high-sulfur protein	NCBI curation	C1834404		161070	16 Feb 2016	Disease
Nail low-sulfur protein	NCBI curation	C1834403		161080	16 Feb 2016	Disease
Nail patella-like renal disease	SNOMED CT	C0403548	236527004	256020	16 Feb 2016	Disease
Nail pits	Human Phenotype Ontology	C0150993	HP:0001803		16 Feb 2016	Finding
Nail-biting	Human Phenotype Ontology	C0027338	HP:0012170		16 Feb 2016	Finding
Nail-patella syndrome	SNOMED CT	C0027341	22199006	161200	16 Feb 2016	Disease
Nailbeds, pigmentation of	NCBI curation	C1834402		161100	16 Feb 2016	Disease
Nakajo syndrome	Office of Rare Diseases	C1850568	3917	256040	16 Feb 2016	Disease
Nakamura Osame syndrome	Office of Rare Diseases		3918		16 Feb 2016	Disease
naloxone response - Efficacy	PharmGKB	CN236567	655385241		18 May 2016	Pharmacological response
naltrexone response - Metabolism/PK	PharmGKB	CN236602	982034197		18 May 2016	Pharmacological response
Namaqualand hip dysplasia	NCBI curation	C0432214			16 Feb 2016	Disease
Nance-Horan syndrome	Office of Rare Diseases	C0796085	7161	302350	16 Feb 2016	Disease
Nance-Horan syndrome	SNOMED CT	C0796085	445257004	302350	16 Feb 2016	Disease
Nanophthalmos	OMIM	CN239917	PS600165		16 Jan 2017	Disease
Nanophthalmos 1	NCBI curation	C1838502		600165	16 Feb 2016	Disease
Nanophthalmos 2	NCBI curation	C1836006		609549	16 Feb 2016	Disease
Nanophthalmos 3	NCBI curation	C2678467		611897	16 Feb 2016	Disease
Nanophthalmos 4	NCBI curation	C4014848		615972	16 Feb 2016	Disease
Naproxen response	NCBI curation	CN185914			16 Feb 2016	Pharmacological response
Narcolepsy	Human Phenotype Ontology	C0027404	HP:0030050		16 Feb 2016	Finding
Narcolepsy 1	NCBI curation	C1834372		161400	18 Apr 2016	Disease
Narcolepsy 2, susceptibility to	NCBI curation	C1853901		605841	16 Feb 2016	Disease
Narcolepsy 3	NCBI curation	C1836907		609039	16 Feb 2016	Disease
Narcolepsy 4, susceptibility to	NCBI curation	C2676275		612417	16 Feb 2016	Disease
Narcolepsy 5, susceptibility to	NCBI curation	C2748508		612851	16 Feb 2016	Disease
Narcolepsy 6, susceptibility to	NCBI curation	C3280204		614223	16 Feb 2016	Disease
Narcolepsy 7	NCBI curation	C3280266		614250	16 Feb 2016	Disease
Narrow anterio-posterior vertebral body diameter	Human Phenotype Ontology	C4021540	HP:0008473		16 Feb 2016	Finding
Narrow carpal joint spaces	Human Phenotype Ontology	C4021666	HP:0004264		16 Feb 2016	Finding
Narrow chest	Human Phenotype Ontology	C0426790	HP:0000774		16 Feb 2016	Finding
Narrow face	International Standards For Cytogenomic Arrays Consortium (ISCA)	C1837463			16 Feb 2016	Finding
Narrow face	Human Phenotype Ontology	C1837463	HP:0000275		16 Feb 2016	Finding
Narrow femoral neck	Human Phenotype Ontology	C1863739	HP:0008819		16 Feb 2016	Finding
Narrow foot	Human Phenotype Ontology	C0576227	HP:0001786		16 Feb 2016	Finding
Narrow foramen obturatorium	Human Phenotype Ontology	C4021910	HP:0100958		16 Feb 2016	Finding
Narrow forehead	International Standards For Cytogenomic Arrays Consortium (ISCA)	C1839758			16 Feb 2016	Finding
Narrow forehead	Human Phenotype Ontology	C1839758	HP:0000341		16 Feb 2016	Finding
Narrow greater sacrosciatic notches	Human Phenotype Ontology	C0566888	HP:0003375		16 Feb 2016	Finding
Narrow iliac wings	Human Phenotype Ontology	C1836688	HP:0002868		16 Feb 2016	Finding
Narrow incisura width	Human Phenotype Ontology	C4531260	HP:0031231		04 Apr 2018	Finding
Narrow internal auditory canal	Human Phenotype Ontology	C4023383	HP:0011386		16 Feb 2016	Finding
Narrow jaw	Human Phenotype Ontology	C4021066	HP:0012801		16 Feb 2016	Finding
Narrow joint spaces of the elbow	Human Phenotype Ontology	C4025490	HP:0003944		16 Feb 2016	Finding
Narrow joint spaces of wrist	Human Phenotype Ontology	C4025417	HP:0004048		16 Feb 2016	Finding
Narrow maxilla	Human Phenotype Ontology	C1851835	HP:0002010		16 Feb 2016	Finding
Narrow mouth	Human Phenotype Ontology	C0026034	HP:0000160		16 Feb 2016	Finding
Narrow nail	Human Phenotype Ontology	C4021829	HP:0011313		16 Feb 2016	Finding
Narrow naris	Human Phenotype Ontology	C0426439	HP:0009933		16 Feb 2016	Finding
Narrow nasal base	Human Phenotype Ontology	C4022717	HP:0012809		16 Feb 2016	Finding
Narrow nasal bridge	International Standards For Cytogenomic Arrays Consortium (ISCA)	C4551564			16 Feb 2016	Finding
Narrow nasal bridge	Human Phenotype Ontology	C4551564	HP:0000446		16 Feb 2016	Finding
Narrow nasal ridge	Human Phenotype Ontology	C1837761	HP:0000418		16 Feb 2016	Finding
Narrow nasal septum	Human Phenotype Ontology	C4024155	HP:0009936		16 Feb 2016	Finding
Narrow nasal tip	Human Phenotype Ontology	C0426433	HP:0011832		16 Feb 2016	Finding
Narrow nose	International Standards For Cytogenomic Arrays Consortium (ISCA)	CN000429			16 Feb 2016	Finding
Narrow nose	Human Phenotype Ontology	CN000429	HP:0000460		16 Feb 2016	Finding
Narrow oral fissure short stature cone shaped epiphyses	Office of Rare Diseases		263		16 Feb 2016	Disease
Narrow palate	Human Phenotype Ontology	C1398312	HP:0000189		16 Feb 2016	Finding
Narrow palm	Human Phenotype Ontology	C1857632	HP:0004283		16 Feb 2016	Finding
Narrow palpebral fissure	Human Phenotype Ontology	C2675021	HP:0045025		02 Apr 2017	Finding
Narrow pelvis bone	Human Phenotype Ontology	C1848103	HP:0003275		16 Feb 2016	Finding
Narrow penis	Human Phenotype Ontology	C4022552	HP:0030262		16 Feb 2016	Finding
Narrow philtrum	Human Phenotype Ontology	C4021115	HP:0011829		16 Feb 2016	Finding
Narrow sacroiliac notch	Human Phenotype Ontology	C1850087	HP:0008803		16 Feb 2016	Finding
Narrow small joints of the hand	Human Phenotype Ontology	C4025382	HP:0004267		16 Feb 2016	Finding
Narrow uvula	Human Phenotype Ontology	C4023696	HP:0010811		16 Feb 2016	Finding
Narrow vertebral interpedicular distance	Human Phenotype Ontology	C1832598	HP:0008450		16 Feb 2016	Finding
Nasal alar collapse, bilateral	NCBI curation	C1834371		161470	16 Feb 2016	Disease
Nasal cavity cancer, childhood	Office of Rare Diseases		9353		16 Feb 2016	Disease
Nasal flaring	Human Phenotype Ontology	C0277873	HP:0030863		02 Apr 2017	Finding
Nasal groove, familial transverse	NCBI curation	C1834370		161500	16 Feb 2016	Disease
Nasal hyperpigmentation, familial transverse	NCBI curation	C1834369		161530	16 Feb 2016	Disease
Nasal mucosa telangiectasia	Human Phenotype Ontology	C4025853	HP:0000434		16 Feb 2016	Finding
Nasal obstruction	Human Phenotype Ontology	C0027429	HP:0001742		16 Feb 2016	Finding
Nasal polyposis	Human Phenotype Ontology	C0027430	HP:0100582		16 Feb 2016	Finding
Nasal polyposis, familial	Office of Rare Diseases		9549		16 Feb 2016	Disease
Nasal regurgitation	Human Phenotype Ontology	C0232608	HP:0011469		16 Feb 2016	Finding
Nasal speech	International Standards For Cytogenomic Arrays Consortium (ISCA)	C0566620			16 Feb 2016	Finding
Nasal speech	Human Phenotype Ontology	C0566620	HP:0001611		16 Feb 2016	Finding
Nasal, dysarthic speech	Human Phenotype Ontology	C1834664	HP:0008376		16 Feb 2016	Finding
Nasodigitoacoustic syndrome	Office of Rare Diseases	C1850627	267	255980	16 Feb 2016	Disease
Nasofrontal encephalocele	Human Phenotype Ontology	C0431291	HP:0011818		16 Feb 2016	Finding
Nasogastric feeding tube	Molecular Diagnostics Lab,Nemours Alfred I. duPont Hospital for Children	CN235237			19 Feb 2016	Finding
Nasogastric tube as needed	Molecular Diagnostics Lab,Nemours Alfred I. duPont Hospital for Children	CN235245			19 Feb 2016	Finding
Nasogastric tube feeding	Human Phenotype Ontology	C3853581	HP:0040288		04 Apr 2018	Finding
Nasogastric tube feeding	Undiagnosed Diseases Network,NIH	C3853581			04 Apr 2018	Finding
Nasogastric tube feeding in infancy	Human Phenotype Ontology	C4023343	HP:0011470		16 Feb 2016	Finding
Nasolacrimal duct obstruction	Human Phenotype Ontology	C1281931	HP:0000579		16 Feb 2016	Finding
Nasopalpebral lipoma coloboma syndrome	Office of Rare Diseases	C1868660	3927	167730	16 Feb 2016	Disease
Nasopharyngeal cancer, childhood	Office of Rare Diseases		9357		16 Feb 2016	Disease
Nasopharyngeal carcinoma	NCBI curation	C2931822		607107	16 Feb 2016	Disease
Nasopharyngeal carcinoma 1	NCBI curation				16 Feb 2016	Disease
Nasopharyngeal carcinoma 2	NCBI curation	C2750548		161550	16 Feb 2016	Disease
Nasopharyngeal carcinoma, susceptibility to, 3	NCBI curation	C4310729		617075	24 Aug 2016	Disease
Nasopharyngeal Neoplasms	NCBI curation	C0027439			02 Mar 2017	Disease
Nasopharyngeal teratoma	Human Phenotype Ontology	C4531264	HP:0031227		04 Apr 2018	Finding
Natal teeth, intestinal pseudoobstruction and patent ductus	Office of Rare Diseases	C1855732	3928	243185	16 Feb 2016	Disease
Natal tooth	SNOMED CT	C0027443	21995002	187050	16 Feb 2016	Disease
Natal tooth	Human Phenotype Ontology	C0027443	HP:0000695	187050	16 Feb 2016	Disease
Nathalie syndrome	Office of Rare Diseases	C1850626	3929	255990	16 Feb 2016	Disease
Native American myopathy	Office of Rare Diseases	C1850625	8432	255995	16 Feb 2016	Disease
Natural killer cell and glucocorticoid deficiency with DNA repair defect	NCBI curation	C1864947		609981	24 Aug 2016	Disease
Nausea	Human Phenotype Ontology	C0027497	HP:0002018		16 Feb 2016	Finding
Nausea and vomiting	Human Phenotype Ontology	C0027498	HP:0002017		16 Feb 2016	Finding
Navajo familial neurogenic arthropathy	NCBI curation				16 Feb 2016	Disease
Navajo neurohepatopathy	Office of Rare Diseases	C1850406	3972	256810	16 Feb 2016	Disease
Navajo poikiloderma	Office of Rare Diseases		8492		16 Feb 2016	Disease
Navicular bone, accessory	NCBI curation	C1267087		161600	16 Feb 2016	Disease
Naxos disease	Office of Rare Diseases	C1832600	9795	601214	16 Feb 2016	Disease
Neck flexor weakness	Human Phenotype Ontology	C1843637	HP:0003722		16 Feb 2016	Finding
Neck muscle hypertrophy	Human Phenotype Ontology	C4022690	HP:0012893		16 Feb 2016	Finding
Neck muscle hypoplasia	Human Phenotype Ontology	C1969000	HP:0008984		16 Feb 2016	Finding
Neck muscle weakness	Human Phenotype Ontology	C0240479	HP:0000467		16 Feb 2016	Finding
Neck pain	Human Phenotype Ontology	C0007859	HP:0030833		02 Apr 2017	Finding
Neck pterygia	Human Phenotype Ontology	C1849577	HP:0009759		16 Feb 2016	Finding
Necklace skeletal muscle fibers	Human Phenotype Ontology	C4531254	HP:0031238		04 Apr 2018	Finding
Necrobacillosis	Office of Rare Diseases		6882		16 Feb 2016	Disease
Necrobacillosis	SNOMED CT		52542005		16 Feb 2016	Disease
Necrolytic migratory erythema	Human Phenotype Ontology	C0221243	HP:0031181		04 Apr 2018	Finding
Necrotizing encephalomyelopathy, subacute, of Leigh, adult	NCBI curation	C1834340		161700	13 Aug 2016	Disease
Necrotizing encephalopathy	Human Phenotype Ontology	C1396481	HP:0006976		16 Feb 2016	Finding
Necrotizing enterocolitis	Office of Rare Diseases		9767		16 Feb 2016	Disease
Necrotizing fasciitis	Office of Rare Diseases		6454		16 Feb 2016	Disease
Necrotizing myopathy	Human Phenotype Ontology	C4024608	HP:0008978		16 Feb 2016	Finding
Negative affectivity	Human Phenotype Ontology	C4531100	HP:0031467		04 Apr 2018	Finding
Negative nitroblue tetrazolium reduction test	Human Phenotype Ontology	C4280805	HP:0003203		02 Apr 2017	Finding
Negative rheumatoid factor polyarthritis	Office of Rare Diseases		3931		16 Feb 2016	Disease
Neisseria meningitidis	Office of Rare Diseases		7169		16 Feb 2016	Disease
Nelfinavir response	NCBI, ClinVar	CN077997			16 Feb 2016	Pharmacological response
Nelson syndrome	Office of Rare Diseases	C1852159	7170	125550	16 Feb 2016	Disease
Nemaline bodies	Human Phenotype Ontology	C3808039	HP:0003798		16 Feb 2016	Finding
Nemaline myopathy	SNOMED CT	C0206157	75072002		16 Feb 2016	Disease
Nemaline myopathy	Center for Genetic Medicine Research,Children's National Medical Center	C0206157			16 Feb 2016	Disease
Nemaline myopathy 1	Office of Rare Diseases	C1836448	7171	609284	16 Feb 2016	Disease
Nemaline myopathy 10	NCBI curation	C4015360		616165	16 Feb 2016	Disease
Nemaline myopathy 11, autosomal recessive	NCBI curation	C4479186		617336	20 Jun 2017	Disease
Nemaline myopathy 2	Office of Rare Diseases	C1850569	8335	256030	16 Feb 2016	Disease
Nemaline myopathy 2, autosomal recessive	Genetic Services Laboratory, University of Chicago	CN187052			16 Feb 2016	Disease
Nemaline myopathy 3	Office of Rare Diseases	C3711389	10111	161800	16 Feb 2016	Disease
Nemaline myopathy 3, autosomal dominant or recessive	Genetic Services Laboratory, University of Chicago	CN187050			16 Feb 2016	Disease
Nemaline myopathy 3, with intranuclear rods	NCBI curation				16 Feb 2016	Disease
Nemaline myopathy 4	Office of Rare Diseases	C1836447	10112	609285	16 Feb 2016	Disease
Nemaline myopathy 5	Office of Rare Diseases	C1854380	8334	605355	16 Feb 2016	Disease
Nemaline myopathy 6	Office of Rare Diseases	C1836472	10114	609273	16 Feb 2016	Disease
Nemaline myopathy 7	NCBI curation	C1853154		610687	16 Feb 2016	Disease
Nemaline myopathy 8	NCBI curation	C3809209		615348	16 Feb 2016	Disease
Nemaline myopathy 9	NCBI curation	C3810384		615731	16 Feb 2016	Disease
Nemaline Myopathy, Dominant	Illumina Clinical Services Laboratory,Illumina	CN239448	15392		02 Dec 2016	Disease
Nemaline Myopathy, Recessive	Illumina Clinical Services Laboratory,Illumina	CN239479	574318		02 Dec 2016	Disease
NEMO mutation with immunodeficiency	Office of Rare Diseases		10017		16 Feb 2016	Disease
Neo vascularization	L V Prasad Eye Institute, Hyderabad Eye Research Foundation	CN232384			16 Feb 2016	Finding
neomycin response - Toxicity/ADR	PharmGKB		1444608367PA450608		06 Jul 2018	Pharmacological response
neonatal abstinence syndrome	Laboratory of Genetics and Genomics,Cincinnati Children's Hospital Medical Center				18 Jan 2019	Finding
Neonatal adrenoleucodystrophy	SNOMED CT	C3550234	238061001	202370	16 Feb 2016	Disease
Neonatal alloimmune thrombocytopenia	Human Phenotype Ontology	C3853779	HP:0004809		16 Feb 2016	Finding
Neonatal asphyxia	Human Phenotype Ontology	CN217169	HP:0012768		16 Feb 2016	Finding
Neonatal breathing dysregulation	Human Phenotype Ontology	C3806216	HP:0002790		16 Feb 2016	Finding
Neonatal cholestatic liver disease	Human Phenotype Ontology	C1859162	HP:0006566		16 Feb 2016	Finding
Neonatal death	Human Phenotype Ontology	C0410916	HP:0003811		16 Feb 2016	Finding
Neonatal diabetes mellitus	SNOMED CT	C0158981	49817004		16 Feb 2016	Disease
Neonatal epiphyseal stippling	Human Phenotype Ontology	C4021623	HP:0005756		16 Feb 2016	Finding
Neonatal hemochromatosis	SNOMED CT	C0268059	6160004	231100	16 Feb 2016	Disease
Neonatal hemochromatosis	Office of Rare Diseases	C0268059	7172	231100	16 Feb 2016	Disease
Neonatal herpes	Office of Rare Diseases		7173		16 Feb 2016	Disease
Neonatal hyperbilirubinemia	Human Phenotype Ontology	C0857007	HP:0003265		16 Feb 2016	Finding
Neonatal hypoglycemia	Human Phenotype Ontology	C0158986	HP:0001998		16 Feb 2016	Finding
Neonatal hypoproteinemia	Human Phenotype Ontology	C4024691	HP:0008360		16 Feb 2016	Finding
Neonatal hypotonia	Human Phenotype Ontology	C2267233	HP:0001319		16 Feb 2016	Finding
Neonatal inflammatory skin and bowel disease	Orphanet	CN228266	294023		16 Feb 2016	Disease
Neonatal inspiratory stridor	Human Phenotype Ontology	C4025281	HP:0004875		16 Feb 2016	Finding
Neonatal insulin-dependent diabetes mellitus	Human Phenotype Ontology	C3278636	HP:0000857		16 Feb 2016	Finding
Neonatal intestinal obstruction	Human Phenotype Ontology	C0859974	HP:0005234		16 Feb 2016	Finding
Neonatal intrahepatic cholestasis caused by citrin deficiency	Office of Rare Diseases	C1853942	10214	605814	16 Feb 2016	Disease
neonatal lactic acidosis	Institute of Human Genetics,Klinikum rechts der Isar	CN231227			16 Feb 2016	Finding
Neonatal meningitis	SNOMED CT		276674008		16 Feb 2016	Disease
